event_id,conversation_id,timestamp,event_type,state_before,state_after,source,payload
evt_02253,conv_0232,2026-06-04 12:37:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0232""}"
evt_00276,conv_0028,2026-06-04 12:50:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_00277,conv_0028,2026-06-04 12:51:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00138""}"
evt_00278,conv_0028,2026-06-04 12:52:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.91}"
evt_00279,conv_0028,2026-06-04 12:53:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00280,conv_0028,2026-06-04 12:55:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Detailing wash""}"
evt_00281,conv_0028,2026-06-04 12:56:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Lexus RX""}"
evt_00282,conv_0028,2026-06-04 12:57:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 128-38-94""}"
evt_00283,conv_0028,2026-06-04 13:04:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0028""}"
evt_00284,conv_0028,2026-06-04 13:05:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0028""}"
evt_00285,conv_0028,2026-06-04 13:10:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0028""}"
evt_01959,conv_0197,2026-06-04 16:19:00,conversation_started,none,idle,system,"{""channel"":""Avito""}"
evt_01960,conv_0197,2026-06-04 16:20:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00972""}"
evt_01961,conv_0197,2026-06-04 16:21:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""general_question"",""confidence"":0.91}"
evt_01184,conv_0118,2026-06-04 16:22:00,conversation_started,none,idle,system,"{""channel"":""Avito""}"
evt_01962,conv_0197,2026-06-04 16:22:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""general_question""}"
evt_01185,conv_0118,2026-06-04 16:23:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00575""}"
evt_01186,conv_0118,2026-06-04 16:24:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""price_consultation"",""confidence"":0.84}"
evt_01187,conv_0118,2026-06-04 16:25:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""price_consultation""}"
evt_01963,conv_0197,2026-06-04 16:26:00,answer_sent,scenario_active,answered,bot,"{""answer_type"":""general""}"
evt_00498,conv_0050,2026-06-04 16:27:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_01188,conv_0118,2026-06-04 16:27:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Detailing wash""}"
evt_01964,conv_0197,2026-06-04 16:27:00,conversation_closed,answered,conversation_closed,fsm,"{""reason"":""answered""}"
evt_00499,conv_0050,2026-06-04 16:28:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00245""}"
evt_01189,conv_0118,2026-06-04 16:28:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Geely Monjaro""}"
evt_00500,conv_0050,2026-06-04 16:29:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.88}"
evt_01190,conv_0118,2026-06-04 16:29:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 218-38-94""}"
evt_00501,conv_0050,2026-06-04 16:30:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00502,conv_0050,2026-06-04 16:32:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""PPF elements""}"
evt_00503,conv_0050,2026-06-04 16:33:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Volkswagen Tiguan""}"
evt_00590,conv_0059,2026-06-04 16:33:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_00504,conv_0050,2026-06-04 16:34:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 150-60-70""}"
evt_00591,conv_0059,2026-06-04 16:34:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00293""}"
evt_00592,conv_0059,2026-06-04 16:35:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.87}"
evt_01191,conv_0118,2026-06-04 16:35:00,price_orientation_given,collecting_fields,price_answered,bot,"{""service"":""Detailing wash""}"
evt_00593,conv_0059,2026-06-04 16:36:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_01192,conv_0118,2026-06-04 16:36:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0118""}"
evt_01193,conv_0118,2026-06-04 16:37:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0118""}"
evt_00594,conv_0059,2026-06-04 16:38:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Window tinting""}"
evt_00595,conv_0059,2026-06-04 16:39:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Kia K5""}"
evt_00596,conv_0059,2026-06-04 16:40:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 159-69-97""}"
evt_00505,conv_0050,2026-06-04 16:41:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0050""}"
evt_00506,conv_0050,2026-06-04 16:42:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0050""}"
evt_01194,conv_0118,2026-06-04 16:42:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0118""}"
evt_00507,conv_0050,2026-06-04 16:47:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0050""}"
evt_00597,conv_0059,2026-06-04 16:47:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0059""}"
evt_00598,conv_0059,2026-06-04 16:48:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0059""}"
evt_00599,conv_0059,2026-06-04 16:49:00,handoff_sent,handoff_sent,handoff_sent,fsm,"{""request_id"":""req_0059"",""duplicate"":true}"
evt_00600,conv_0059,2026-06-04 16:53:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0059""}"
evt_01114,conv_0111,2026-06-04 18:20:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_01855,conv_0181,2026-06-04 18:20:00,conversation_started,none,idle,system,"{""channel"":""Avito""}"
evt_01115,conv_0111,2026-06-04 18:21:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00542""}"
evt_01856,conv_0181,2026-06-04 18:21:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00892""}"
evt_01116,conv_0111,2026-06-04 18:22:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.85}"
evt_01857,conv_0181,2026-06-04 18:22:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""general_question"",""confidence"":0.85}"
evt_01117,conv_0111,2026-06-04 18:23:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_01858,conv_0181,2026-06-04 18:23:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""general_question""}"
evt_01118,conv_0111,2026-06-04 18:25:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Paint correction""}"
evt_01119,conv_0111,2026-06-04 18:26:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Porsche Macan""}"
evt_01862,conv_0181,2026-06-04 18:26:00,handoff_ready,answered,handoff_ready,fsm,"{""reason"":""general_question""}"
evt_01120,conv_0111,2026-06-04 18:27:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 211-31-73""}"
evt_01863,conv_0181,2026-06-04 18:27:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0181""}"
evt_01121,conv_0111,2026-06-04 18:34:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0111""}"
evt_01859,conv_0181,2026-06-04 18:34:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0181""}"
evt_01122,conv_0111,2026-06-04 18:35:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0111""}"
evt_01860,conv_0181,2026-06-04 18:35:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0181""}"
evt_01123,conv_0111,2026-06-04 18:40:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0111""}"
evt_01861,conv_0181,2026-06-04 18:40:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0181""}"
evt_02016,conv_0206,2026-06-05 09:03:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_02017,conv_0206,2026-06-05 09:04:00,message_received,idle,message_received,bot,"{""message_id"":""msg_01014""}"
evt_02018,conv_0206,2026-06-05 09:05:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""general_question"",""confidence"":0.89}"
evt_02019,conv_0206,2026-06-05 09:06:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""general_question""}"
evt_02020,conv_0206,2026-06-05 09:10:00,answer_sent,scenario_active,answered,bot,"{""answer_type"":""general""}"
evt_02021,conv_0206,2026-06-05 09:11:00,conversation_closed,answered,conversation_closed,fsm,"{""reason"":""answered""}"
evt_02163,conv_0224,2026-06-05 10:08:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_02164,conv_0224,2026-06-05 10:09:00,message_received,idle,message_received,bot,"{""message_id"":""msg_01100""}"
evt_02165,conv_0224,2026-06-05 10:10:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""cancel_or_reschedule"",""confidence"":0.88}"
evt_02166,conv_0224,2026-06-05 10:11:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""cancel_or_reschedule""}"
evt_02167,conv_0224,2026-06-05 10:13:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 324-54-52""}"
evt_02168,conv_0224,2026-06-05 10:14:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""booking_reference"",""value"":""BK-2224""}"
evt_02169,conv_0224,2026-06-05 10:15:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""cancel_or_reschedule_action"",""value"":""reschedule""}"
evt_02170,conv_0224,2026-06-05 10:22:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0224""}"
evt_02171,conv_0224,2026-06-05 10:23:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0224""}"
evt_02172,conv_0224,2026-06-05 10:28:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0224""}"
evt_00286,conv_0029,2026-06-05 10:53:00,conversation_started,none,idle,system,"{""channel"":""Avito""}"
evt_00287,conv_0029,2026-06-05 10:54:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00143""}"
evt_00288,conv_0029,2026-06-05 10:55:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.96}"
evt_00289,conv_0029,2026-06-05 10:56:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00290,conv_0029,2026-06-05 10:58:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Ceramic coating""}"
evt_01786,conv_0172,2026-06-05 10:58:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_00291,conv_0029,2026-06-05 10:59:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Kia K5""}"
evt_01787,conv_0172,2026-06-05 10:59:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00850""}"
evt_00292,conv_0029,2026-06-05 11:00:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 129-39-97""}"
evt_01788,conv_0172,2026-06-05 11:00:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""price_consultation"",""confidence"":0.84}"
evt_01789,conv_0172,2026-06-05 11:01:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""price_consultation""}"
evt_01790,conv_0172,2026-06-05 11:03:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Detailing wash""}"
evt_01791,conv_0172,2026-06-05 11:04:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Honda Accord 8""}"
evt_01792,conv_0172,2026-06-05 11:05:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 272-92-76""}"
evt_00293,conv_0029,2026-06-05 11:07:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0029""}"
evt_00294,conv_0029,2026-06-05 11:08:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0029""}"
evt_01793,conv_0172,2026-06-05 11:11:00,price_orientation_given,collecting_fields,price_answered,bot,"{""service"":""Detailing wash""}"
evt_01794,conv_0172,2026-06-05 11:12:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0172""}"
evt_00295,conv_0029,2026-06-05 11:13:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0029""}"
evt_01795,conv_0172,2026-06-05 11:13:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0172""}"
evt_01796,conv_0172,2026-06-05 11:18:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0172""}"
evt_01615,conv_0157,2026-06-05 12:43:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_01616,conv_0157,2026-06-05 12:44:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00773""}"
evt_01617,conv_0157,2026-06-05 12:45:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""price_consultation"",""confidence"":0.82}"
evt_01618,conv_0157,2026-06-05 12:46:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""price_consultation""}"
evt_01619,conv_0157,2026-06-05 12:48:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""PPF elements""}"
evt_01620,conv_0157,2026-06-05 12:49:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Skoda Octavia""}"
evt_01621,conv_0157,2026-06-05 12:50:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 257-77-31""}"
evt_01622,conv_0157,2026-06-05 12:56:00,price_orientation_given,collecting_fields,price_answered,bot,"{""service"":""PPF elements""}"
evt_01623,conv_0157,2026-06-05 12:57:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0157""}"
evt_01624,conv_0157,2026-06-05 12:58:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0157""}"
evt_01625,conv_0157,2026-06-05 13:03:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0157""}"
evt_00932,conv_0093,2026-06-05 14:06:00,conversation_started,none,idle,system,"{""channel"":""Website""}"
evt_00933,conv_0093,2026-06-05 14:07:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00453""}"
evt_00934,conv_0093,2026-06-05 14:08:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.86}"
evt_00935,conv_0093,2026-06-05 14:09:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00936,conv_0093,2026-06-05 14:11:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Ceramic coating""}"
evt_00937,conv_0093,2026-06-05 14:12:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""BMW X5""}"
evt_00938,conv_0093,2026-06-05 14:13:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 193-13-19""}"
evt_00939,conv_0093,2026-06-05 14:20:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0093""}"
evt_00940,conv_0093,2026-06-05 14:21:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0093""}"
evt_00941,conv_0093,2026-06-05 14:24:00,bot_message_after_handoff,handoff_sent,handoff_sent,bot,"{""message"":""continued old request after manager handoff""}"
evt_00942,conv_0093,2026-06-05 14:26:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0093""}"
evt_00156,conv_0016,2026-06-05 16:06:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_00157,conv_0016,2026-06-05 16:07:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00080""}"
evt_00158,conv_0016,2026-06-05 16:08:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.92}"
evt_00159,conv_0016,2026-06-05 16:09:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00160,conv_0016,2026-06-05 16:11:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Paint correction""}"
evt_00161,conv_0016,2026-06-05 16:12:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Lexus RX""}"
evt_00162,conv_0016,2026-06-05 16:13:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 116-26-58""}"
evt_00163,conv_0016,2026-06-05 16:20:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0016""}"
evt_00164,conv_0016,2026-06-05 16:21:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0016""}"
evt_00165,conv_0016,2026-06-05 16:26:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0016""}"
evt_01195,conv_0119,2026-06-05 17:18:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_01196,conv_0119,2026-06-05 17:19:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00581""}"
evt_01197,conv_0119,2026-06-05 17:20:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""price_consultation"",""confidence"":0.86}"
evt_01198,conv_0119,2026-06-05 17:21:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""price_consultation""}"
evt_00538,conv_0054,2026-06-05 17:23:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_01199,conv_0119,2026-06-05 17:23:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Chrome delete""}"
evt_00539,conv_0054,2026-06-05 17:24:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00268""}"
evt_01200,conv_0119,2026-06-05 17:24:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Toyota Camry""}"
evt_00540,conv_0054,2026-06-05 17:25:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.83}"
evt_01201,conv_0119,2026-06-05 17:25:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 219-39-97""}"
evt_00541,conv_0054,2026-06-05 17:26:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00542,conv_0054,2026-06-05 17:28:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Window tinting""}"
evt_00543,conv_0054,2026-06-05 17:29:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Lexus RX""}"
evt_00544,conv_0054,2026-06-05 17:30:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 154-64-82""}"
evt_01202,conv_0119,2026-06-05 17:31:00,price_orientation_given,collecting_fields,price_answered,bot,"{""service"":""Chrome delete""}"
evt_01203,conv_0119,2026-06-05 17:32:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0119""}"
evt_01204,conv_0119,2026-06-05 17:33:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0119""}"
evt_00545,conv_0054,2026-06-05 17:37:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0054""}"
evt_00546,conv_0054,2026-06-05 17:38:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0054""}"
evt_01205,conv_0119,2026-06-05 17:38:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0119""}"
evt_00681,conv_0068,2026-06-05 17:40:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_00682,conv_0068,2026-06-05 17:41:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00336""}"
evt_00683,conv_0068,2026-06-05 17:42:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.9}"
evt_00547,conv_0054,2026-06-05 17:43:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0054""}"
evt_00684,conv_0068,2026-06-05 17:43:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00685,conv_0068,2026-06-05 17:45:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Full PPF wrap""}"
evt_00686,conv_0068,2026-06-05 17:46:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""BMW X5""}"
evt_00687,conv_0068,2026-06-05 17:47:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 168-78-34""}"
evt_00688,conv_0068,2026-06-05 17:54:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0068""}"
evt_00689,conv_0068,2026-06-05 17:55:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0068""}"
evt_00690,conv_0068,2026-06-05 18:00:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0068""}"
evt_00166,conv_0017,2026-06-05 18:20:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_00167,conv_0017,2026-06-05 18:21:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00085""}"
evt_00168,conv_0017,2026-06-05 18:22:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.88}"
evt_00169,conv_0017,2026-06-05 18:23:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00170,conv_0017,2026-06-05 18:25:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Detailing wash""}"
evt_00171,conv_0017,2026-06-05 18:26:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Porsche Macan""}"
evt_00611,conv_0061,2026-06-05 18:26:00,conversation_started,none,idle,system,"{""channel"":""Avito""}"
evt_00172,conv_0017,2026-06-05 18:27:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 117-27-61""}"
evt_00612,conv_0061,2026-06-05 18:27:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00303""}"
evt_00613,conv_0061,2026-06-05 18:28:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.95}"
evt_00614,conv_0061,2026-06-05 18:29:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00615,conv_0061,2026-06-05 18:31:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Interior dry cleaning""}"
evt_00616,conv_0061,2026-06-05 18:32:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""BMW X5""}"
evt_00617,conv_0061,2026-06-05 18:33:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 161-71-13""}"
evt_00173,conv_0017,2026-06-05 18:34:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0017""}"
evt_00174,conv_0017,2026-06-05 18:35:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0017""}"
evt_00175,conv_0017,2026-06-05 18:40:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0017""}"
evt_00618,conv_0061,2026-06-05 18:40:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0061""}"
evt_00619,conv_0061,2026-06-05 18:41:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0061""}"
evt_00620,conv_0061,2026-06-05 18:46:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0061""}"
evt_01064,conv_0106,2026-06-06 10:58:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_01065,conv_0106,2026-06-06 10:59:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00517""}"
evt_01066,conv_0106,2026-06-06 11:00:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.86}"
evt_01067,conv_0106,2026-06-06 11:01:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_01068,conv_0106,2026-06-06 11:03:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Detailing wash""}"
evt_01069,conv_0106,2026-06-06 11:04:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""BMW X5""}"
evt_01070,conv_0106,2026-06-06 11:05:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 206-26-58""}"
evt_01071,conv_0106,2026-06-06 11:12:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0106""}"
evt_01072,conv_0106,2026-06-06 11:13:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0106""}"
evt_01073,conv_0106,2026-06-06 11:18:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0106""}"
evt_02052,conv_0212,2026-06-06 11:23:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_02053,conv_0212,2026-06-06 11:24:00,message_received,idle,message_received,bot,"{""message_id"":""msg_01042""}"
evt_02054,conv_0212,2026-06-06 11:25:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""general_question"",""confidence"":0.84}"
evt_02055,conv_0212,2026-06-06 11:26:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""general_question""}"
evt_02056,conv_0212,2026-06-06 11:30:00,answer_sent,scenario_active,answered,bot,"{""answer_type"":""general""}"
evt_02057,conv_0212,2026-06-06 11:31:00,conversation_closed,answered,conversation_closed,fsm,"{""reason"":""answered""}"
evt_00176,conv_0018,2026-06-06 14:53:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_00177,conv_0018,2026-06-06 14:54:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00091""}"
evt_00178,conv_0018,2026-06-06 14:55:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.88}"
evt_00179,conv_0018,2026-06-06 14:56:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00180,conv_0018,2026-06-06 14:58:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Chrome delete""}"
evt_00181,conv_0018,2026-06-06 14:59:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Tesla Model 3""}"
evt_00182,conv_0018,2026-06-06 15:00:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 118-28-64""}"
