handoff_id,request_id,conversation_id,sent_at,manager_group_id,summary_text,has_name,has_phone,has_service,has_car,has_details,is_duplicate
ho_0011,req_0011,conv_0011,2026-06-15 17:05:00,-5004592549,"Заявка: Ceramic coating, авто: Tesla Model 3, телефон: +7 999 111-21-43",yes,yes,yes,yes,yes,no
ho_0204,req_0233,conv_0233,2026-06-16 10:16:00,-5004592549,"Заявка: Detailing wash, авто: Porsche Macan, телефон: +7 999 333-63-79",yes,yes,yes,yes,no,no
ho_0044,req_0044,conv_0044,2026-06-16 10:30:00,-5004592549,"Заявка: Full PPF wrap, авто: Kia K5, телефон: +7 999 144-54-52",yes,yes,yes,yes,no,no
ho_0194,req_0223,conv_0223,2026-06-16 10:42:00,-5004592549,"Заявка: Full PPF wrap, авто: Mercedes-Benz E-Class, телефон: не собран",yes,no,yes,yes,yes,no
ho_0201,req_0230,conv_0230,2026-06-16 14:06:00,-5004592549,"Заявка: Window tinting, авто: Tesla Model 3, телефон: +7 999 330-60-70",yes,yes,yes,yes,yes,no
ho_0199,req_0228,conv_0228,2026-06-16 14:11:00,-5004592549,"Заявка: Window tinting, авто: Range Rover Sport, телефон: +7 999 328-58-64",yes,yes,yes,yes,yes,no
ho_0101,req_0099,conv_0099,2026-06-16 15:13:00,-5004592549,"Заявка: Interior dry cleaning, авто: Skoda Octavia, телефон: +7 999 199-19-37",yes,yes,yes,yes,yes,no
ho_0084,req_0082,conv_0082,2026-06-16 15:35:00,-5004592549,"Заявка: Chrome delete, авто: Kia K5, телефон: +7 999 182-92-76",yes,yes,yes,yes,yes,no
ho_0187,req_0216,conv_0216,2026-06-16 17:02:00,-5004592549,"Заявка: PPF elements, авто: Hyundai Santa Fe, телефон: +7 999 316-46-28",yes,yes,yes,yes,yes,no
ho_0089,req_0087,conv_0087,2026-06-16 17:52:00,-5004592549,"Заявка: Interior dry cleaning, авто: Honda Accord 8, телефон: +7 999 187-97-91",yes,yes,yes,yes,no,no
ho_0134,req_0132,conv_0132,2026-06-16 18:15:00,-5004592549,"Заявка: Paint correction, авто: Tesla Model 3, телефон: +7 999 232-52-46",yes,yes,yes,yes,yes,no
ho_0085,req_0083,conv_0083,2026-06-16 18:17:00,-5004592549,"Заявка: Interior dry cleaning, авто: Honda Accord 8, телефон: +7 999 183-93-79",yes,yes,yes,yes,yes,no
ho_0007,req_0007,conv_0007,2026-06-16 19:02:00,-5004592549,"Заявка: Chrome delete, авто: Kia K5, телефон: +7 999 107-17-31",yes,yes,yes,yes,yes,no
ho_0190,req_0219,conv_0219,2026-06-16 19:20:00,-5004592549,"Заявка: Window tinting, авто: Honda Accord 8, телефон: +7 999 319-49-37",yes,yes,yes,yes,no,no
ho_0109,req_0107,conv_0107,2026-06-17 10:52:00,-5004592549,"Заявка: Chrome delete, авто: Audi A6, телефон: +7 999 207-27-61",yes,yes,yes,yes,yes,no
ho_0117,req_0115,conv_0115,2026-06-17 12:17:00,-5004592549,"Заявка: Paint correction, авто: Skoda Octavia, телефон: +7 999 215-35-85",yes,yes,yes,yes,yes,no
ho_0175,req_0173,conv_0173,2026-06-17 12:19:00,-5004592549,"Заявка: Paint correction, авто: Lexus RX, телефон: +7 999 273-93-79",yes,yes,yes,yes,no,no
ho_0196,req_0225,conv_0225,2026-06-17 12:21:00,-5004592549,"Заявка: PPF elements, авто: Lexus RX, телефон: +7 999 325-55-55",yes,yes,yes,yes,yes,no
ho_0116,req_0114,conv_0114,2026-06-17 14:01:00,-5004592549,"Заявка: Interior dry cleaning, авто: Range Rover Sport, телефон: +7 999 214-34-82",yes,yes,yes,no,yes,no
ho_0152,req_0150,conv_0150,2026-06-17 18:31:00,-5004592549,"Заявка: Paint correction, авто: Honda Accord 8, телефон: +7 999 250-70-10",yes,yes,yes,yes,yes,no
ho_0103,req_0101,conv_0101,2026-06-17 19:07:00,-5004592549,"Заявка: Window tinting, авто: Range Rover Sport, телефон: +7 999 201-21-43",yes,yes,yes,yes,yes,no
ho_0048,req_0048,conv_0048,2026-06-17 19:08:00,-5004592549,"Заявка: Full PPF wrap, авто: Audi A6, телефон: +7 999 148-58-64",yes,yes,yes,yes,yes,no
ho_0097,req_0095,conv_0095,2026-06-18 11:07:00,-5004592549,"Заявка: Interior dry cleaning, авто: Volkswagen Tiguan, телефон: +7 999 195-15-25",yes,yes,yes,yes,yes,no
ho_0162,req_0160,conv_0160,2026-06-18 11:59:00,-5004592549,"Заявка: Window tinting, авто: Hyundai Santa Fe, телефон: +7 999 260-80-40",yes,yes,yes,yes,no,no
ho_0160,req_0158,conv_0158,2026-06-18 12:02:00,-5004592549,"Заявка: PPF elements, авто: Mercedes-Benz E-Class, телефон: +7 999 258-78-34",yes,yes,yes,yes,yes,no
ho_0024,req_0024,conv_0024,2026-06-18 14:28:00,-5004592549,"Заявка: Ceramic coating, авто: Audi A6, телефон: +7 999 124-34-82",yes,yes,yes,yes,no,no
ho_0074,req_0072,conv_0072,2026-06-18 15:04:00,-5004592549,"Заявка: Window tinting, авто: Toyota Camry, телефон: +7 999 172-82-46",yes,yes,yes,yes,yes,no
ho_0093,req_0091,conv_0091,2026-06-18 17:10:00,-5004592549,"Заявка: Full PPF wrap, авто: Audi A6, телефон: +7 999 191-11-13",yes,yes,yes,yes,yes,no
ho_0139,req_0137,conv_0137,2026-06-18 17:59:00,-5004592549,"Заявка: Full PPF wrap, авто: Audi A6, телефон: +7 999 237-57-61",yes,yes,yes,yes,no,no
ho_0079,req_0077,conv_0077,2026-06-19 10:16:00,-5004592549,"Заявка: Interior dry cleaning, авто: Hyundai Santa Fe, телефон: +7 999 177-87-61",yes,yes,yes,yes,no,no
ho_0191,req_0220,conv_0220,2026-06-19 11:36:00,-5004592549,"Заявка: Window tinting, авто: Geely Monjaro, телефон: +7 999 320-50-40",yes,yes,yes,yes,yes,no
ho_0156,req_0154,conv_0154,2026-06-19 12:57:00,-5004592549,"Заявка: Interior dry cleaning, авто: Tesla Model 3, телефон: +7 999 254-74-22",yes,yes,yes,yes,yes,no
ho_0020,req_0020,conv_0020,2026-06-19 14:45:00,-5004592549,"Заявка: Detailing wash, авто: Geely Monjaro, телефон: +7 999 120-30-70",yes,yes,yes,yes,yes,no
ho_0209,req_0238,conv_0238,2026-06-19 15:40:00,-5004592549,"Заявка: PPF elements, авто: Porsche Macan, телефон: +7 999 338-68-94",yes,yes,yes,yes,yes,no
ho_0040,req_0040,conv_0040,2026-06-19 16:49:00,-5004592549,"Заявка: Ceramic coating, авто: BMW X5, телефон: +7 999 140-50-40",yes,yes,no,yes,no,no
ho_0110,req_0108,conv_0108,2026-06-19 16:56:00,-5004592549,"Заявка: Paint correction, авто: Porsche Macan, телефон: +7 999 208-28-64",yes,yes,yes,yes,yes,no
ho_0026,req_0026,conv_0026,2026-06-19 18:04:00,-5004592549,"Заявка: Paint correction, авто: Toyota Camry, телефон: +7 999 126-36-88",yes,yes,yes,yes,yes,no
ho_0098,req_0096,conv_0096,2026-06-19 18:12:00,-5004592549,"Заявка: Chrome delete, авто: Honda Accord 8, телефон: +7 999 196-16-28",yes,yes,yes,yes,no,no
ho_0025,req_0025,conv_0025,2026-06-19 18:55:00,-5004592549,"Заявка: Interior dry cleaning, авто: Lexus RX, телефон: +7 999 125-35-85",yes,yes,yes,yes,no,no
ho_0144,req_0142,conv_0142,2026-06-19 19:31:00,-5004592549,"Заявка: Interior dry cleaning, авто: Porsche Macan, телефон: +7 999 242-62-76",yes,yes,yes,yes,no,no
ho_0198,req_0227,conv_0227,2026-06-19 20:08:00,-5004592549,"Заявка: Interior dry cleaning, авто: Kia K5, телефон: +7 999 327-57-61",yes,yes,yes,yes,yes,no
ho_0202,req_0231,conv_0231,2026-06-20 09:55:00,-5004592549,"Заявка: Full PPF wrap, авто: Skoda Octavia, телефон: +7 999 331-61-73",yes,yes,yes,yes,yes,no
ho_0019,req_0019,conv_0019,2026-06-20 10:15:00,-5004592549,"Заявка: Chrome delete, авто: Mercedes-Benz E-Class, телефон: +7 999 119-29-67",yes,yes,yes,yes,yes,no
ho_0094,req_0092,conv_0092,2026-06-20 11:54:00,-5004592549,"Заявка: Paint correction, авто: Toyota Camry, телефон: +7 999 192-12-16",yes,yes,yes,yes,yes,no
ho_0055,req_0055,conv_0055,2026-06-20 12:03:00,-5004592549,"Заявка: Full PPF wrap, авто: Porsche Macan, телефон: +7 999 155-65-85",yes,yes,yes,yes,yes,no
ho_0161,req_0159,conv_0159,2026-06-20 13:10:00,-5004592549,"Заявка: Detailing wash, авто: Tesla Model 3, телефон: +7 999 259-79-37",yes,yes,yes,yes,yes,no
ho_0118,req_0116,conv_0116,2026-06-20 15:06:00,-5004592549,"Заявка: PPF elements, авто: Mazda CX-5, телефон: +7 999 216-36-88",yes,yes,yes,yes,no,no
ho_0051,req_0051,conv_0051,2026-06-20 16:44:00,-5004592549,"Заявка: Paint correction, авто: Mazda CX-5, телефон: +7 999 151-61-73",yes,yes,yes,yes,no,no
ho_0149,req_0147,conv_0147,2026-06-20 17:03:00,-5004592549,"Заявка: Paint correction, авто: Audi A6, телефон: +7 999 247-67-91",yes,yes,yes,yes,no,no
ho_0122,req_0120,conv_0120,2026-06-20 18:56:00,-5004592549,"Заявка: Ceramic coating, авто: Kia K5, телефон: +7 999 220-40-10",yes,yes,yes,yes,no,no
ho_0047,req_0047,conv_0047,2026-06-21 10:16:00,-5004592549,"Заявка: Detailing wash, авто: Toyota Camry, телефон: +7 999 147-57-61",yes,yes,yes,yes,yes,no
ho_0064,req_0062,conv_0062,2026-06-21 11:06:00,-5004592549,"Заявка: Chrome delete, авто: Mazda CX-5, телефон: +7 999 162-72-16",yes,yes,yes,yes,yes,no
ho_0073,req_0071,conv_0071,2026-06-21 13:42:00,-5004592549,"Заявка: Detailing wash, авто: Toyota Camry, телефон: +7 999 171-81-43",yes,yes,yes,yes,yes,no
ho_0180,req_0186,conv_0186,2026-06-21 13:52:00,-5004592549,Общий вопрос без коммерческой заявки,no,no,no,no,no,no
ho_0179,req_0186,conv_0186,2026-06-21 14:00:00,-5004592549,"Заявка: PPF elements, авто: Mercedes-Benz E-Class, телефон: не собран",yes,no,no,no,no,no
ho_0087,req_0085,conv_0085,2026-06-21 14:01:00,-5004592549,"Заявка: PPF elements, авто: Mercedes-Benz E-Class, телефон: +7 999 185-95-85",yes,yes,yes,yes,no,no
ho_0127,req_0125,conv_0125,2026-06-21 17:46:00,-5004592549,"Заявка: Ceramic coating, авто: Skoda Octavia, телефон: +7 999 225-45-25",yes,yes,yes,yes,yes,no
ho_0100,req_0098,conv_0098,2026-06-21 17:47:00,-5004592549,"Заявка: Ceramic coating, авто: Kia K5, телефон: +7 999 198-18-34",yes,yes,yes,yes,no,no
ho_0105,req_0103,conv_0103,2026-06-21 18:31:00,-5004592549,"Заявка: Full PPF wrap, авто: Mazda CX-5, телефон: +7 999 203-23-49",yes,yes,yes,yes,no,no
ho_0153,req_0151,conv_0151,2026-06-21 19:05:00,-5004592549,"Заявка: Window tinting, авто: Mercedes-Benz E-Class, телефон: +7 999 251-71-13",yes,yes,yes,yes,no,no
ho_0004,req_0004,conv_0004,2026-06-21 19:08:00,-5004592549,"Заявка: Detailing wash, авто: Toyota Camry, телефон: +7 999 104-14-22",yes,yes,yes,yes,no,no
