request_id,conversation_id,service,status,current_step,required_fields,collected_fields,missing_fields,handoff_ready,handoff_sent,manager_summary
req_0153,conv_0153,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Range Rover Sport, телефон: +7 999 253-73-19"
req_0154,conv_0154,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Tesla Model 3, телефон: +7 999 254-74-22"
req_0155,conv_0155,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Volkswagen Tiguan, телефон: +7 999 255-75-25"
req_0156,conv_0156,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Geely Monjaro, телефон: +7 999 256-76-28"
req_0157,conv_0157,PPF elements,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: PPF elements, авто: Skoda Octavia, телефон: +7 999 257-77-31"
req_0158,conv_0158,PPF elements,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: PPF elements, авто: Mercedes-Benz E-Class, телефон: +7 999 258-78-34"
req_0159,conv_0159,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Tesla Model 3, телефон: +7 999 259-79-37"
req_0160,conv_0160,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Hyundai Santa Fe, телефон: +7 999 260-80-40"
req_0161,conv_0161,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Kia K5, телефон: +7 999 261-81-43"
req_0162,conv_0162,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Hyundai Santa Fe, телефон: +7 999 262-82-46"
req_0163,conv_0163,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Lexus RX, телефон: +7 999 263-83-49"
req_0164,conv_0164,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Hyundai Santa Fe, телефон: +7 999 264-84-52"
req_0165,conv_0165,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Audi A6, телефон: +7 999 265-85-55"
req_0166,conv_0166,PPF elements,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: PPF elements, авто: Geely Monjaro, телефон: +7 999 266-86-58"
req_0167,conv_0167,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Mazda CX-5, телефон: +7 999 267-87-61"
req_0168,conv_0168,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Range Rover Sport, телефон: +7 999 268-88-64"
req_0169,conv_0169,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Range Rover Sport, телефон: +7 999 269-89-67"
req_0170,conv_0170,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Mazda CX-5, телефон: +7 999 270-90-70"
req_0171,conv_0171,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Hyundai Santa Fe, телефон: +7 999 271-91-73"
req_0172,conv_0172,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Honda Accord 8, телефон: +7 999 272-92-76"
req_0173,conv_0173,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Lexus RX, телефон: +7 999 273-93-79"
req_0174,conv_0174,PPF elements,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: PPF elements, авто: Honda Accord 8, телефон: +7 999 274-94-82"
req_0175,conv_0175,,closed_without_handoff,answered,,,,no,no,
req_0176,conv_0176,,closed_without_handoff,answered,,,,no,no,
req_0177,conv_0177,,closed_without_handoff,answered,,,,no,no,
req_0178,conv_0178,,closed_without_handoff,answered,,,,no,no,
req_0179,conv_0179,,closed_without_handoff,answered,,,,no,no,
req_0180,conv_0180,,closed_without_handoff,answered,,,,no,no,
req_0181,conv_0181,,request_closed,request_closed,,,,yes,yes,
req_0182,conv_0182,,closed_without_handoff,answered,,,,no,no,
req_0183,conv_0183,,closed_without_handoff,answered,,,,no,no,
req_0184,conv_0184,,closed_without_handoff,answered,,,,no,no,
req_0185,conv_0185,,closed_without_handoff,answered,,,,no,no,
req_0186,conv_0186,,request_closed,request_closed,,,,yes,yes,
req_0187,conv_0187,,closed_without_handoff,answered,,,,no,no,
req_0188,conv_0188,,closed_without_handoff,answered,,,,no,no,
req_0189,conv_0189,,closed_without_handoff,answered,,,,no,no,
req_0190,conv_0190,,closed_without_handoff,answered,,,,no,no,
req_0191,conv_0191,,request_closed,request_closed,,,,yes,yes,
req_0192,conv_0192,,closed_without_handoff,answered,,,,no,no,
req_0193,conv_0193,,closed_without_handoff,answered,,,,no,no,
req_0194,conv_0194,,closed_without_handoff,answered,,,,no,no,
req_0195,conv_0195,,closed_without_handoff,answered,,,,no,no,
req_0196,conv_0196,,closed_without_handoff,answered,,,,no,no,
req_0197,conv_0197,,closed_without_handoff,answered,,,,no,no,
req_0198,conv_0198,,closed_without_handoff,answered,,,,no,no,
req_0199,conv_0199,,request_closed,request_closed,,,,yes,yes,
req_0200,conv_0200,,closed_without_handoff,answered,,,,no,no,
req_0201,conv_0201,,closed_without_handoff,answered,,,,no,no,
req_0202,conv_0202,,closed_without_handoff,answered,,,,no,no,
req_0203,conv_0203,,closed_without_handoff,answered,,,,no,no,
req_0204,conv_0204,,closed_without_handoff,answered,,,,no,no,
req_0205,conv_0205,,closed_without_handoff,answered,,,,no,no,
req_0206,conv_0206,,closed_without_handoff,answered,,,,no,no,
req_0207,conv_0207,,closed_without_handoff,answered,,,,no,no,
req_0208,conv_0208,,closed_without_handoff,answered,,,,no,no,
req_0209,conv_0209,,closed_without_handoff,answered,,,,no,no,
req_0210,conv_0210,,closed_without_handoff,answered,,,,no,no,
req_0211,conv_0211,,closed_without_handoff,answered,,,,no,no,
req_0212,conv_0212,,closed_without_handoff,answered,,,,no,no,
req_0213,conv_0213,,closed_without_handoff,answered,,,,no,no,
req_0214,conv_0214,Ceramic coating,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Ceramic coating, авто: Volkswagen Tiguan, телефон: +7 999 314-44-22"
req_0215,conv_0215,Detailing wash,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Detailing wash, авто: Audi A6, телефон: +7 999 315-45-25"
req_0216,conv_0216,PPF elements,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: PPF elements, авто: Hyundai Santa Fe, телефон: +7 999 316-46-28"
req_0217,conv_0217,Detailing wash,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Detailing wash, авто: Geely Monjaro, телефон: +7 999 317-47-31"
req_0218,conv_0218,Ceramic coating,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Ceramic coating, авто: Audi A6, телефон: +7 999 318-48-34"
req_0219,conv_0219,Window tinting,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Window tinting, авто: Honda Accord 8, телефон: +7 999 319-49-37"
req_0220,conv_0220,Window tinting,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Window tinting, авто: Geely Monjaro, телефон: +7 999 320-50-40"
req_0221,conv_0221,Window tinting,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Window tinting, авто: Lexus RX, телефон: +7 999 321-51-43"
req_0222,conv_0222,Chrome delete,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Chrome delete, авто: Skoda Octavia, телефон: +7 999 322-52-46"
req_0223,conv_0223,Full PPF wrap,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action,phone,yes,yes,"Заявка: Full PPF wrap, авто: Mercedes-Benz E-Class, телефон: +7 999 323-53-49"
req_0224,conv_0224,Ceramic coating,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Ceramic coating, авто: Range Rover Sport, телефон: +7 999 324-54-52"
req_0225,conv_0225,PPF elements,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: PPF elements, авто: Lexus RX, телефон: +7 999 325-55-55"
req_0226,conv_0226,Window tinting,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Window tinting, авто: Tesla Model 3, телефон: +7 999 326-56-58"
req_0227,conv_0227,Interior dry cleaning,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Interior dry cleaning, авто: Kia K5, телефон: +7 999 327-57-61"
req_0228,conv_0228,Window tinting,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Window tinting, авто: Range Rover Sport, телефон: +7 999 328-58-64"
req_0229,conv_0229,Detailing wash,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Detailing wash, авто: BMW X5, телефон: +7 999 329-59-67"
req_0230,conv_0230,Window tinting,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Window tinting, авто: Tesla Model 3, телефон: +7 999 330-60-70"
req_0231,conv_0231,Full PPF wrap,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Full PPF wrap, авто: Skoda Octavia, телефон: +7 999 331-61-73"
req_0232,conv_0232,Full PPF wrap,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Full PPF wrap, авто: Volkswagen Tiguan, телефон: +7 999 332-62-76"
req_0233,conv_0233,Detailing wash,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Detailing wash, авто: Porsche Macan, телефон: +7 999 333-63-79"
req_0234,conv_0234,Chrome delete,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Chrome delete, авто: Lexus RX, телефон: +7 999 334-64-82"
req_0235,conv_0235,Ceramic coating,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Ceramic coating, авто: Audi A6, телефон: +7 999 335-65-85"
req_0236,conv_0236,Detailing wash,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Detailing wash, авто: Range Rover Sport, телефон: +7 999 336-66-88"
req_0237,conv_0237,Detailing wash,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Detailing wash, авто: Audi A6, телефон: +7 999 337-67-91"
req_0238,conv_0238,PPF elements,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: PPF elements, авто: Porsche Macan, телефон: +7 999 338-68-94"
req_0239,conv_0239,Paint correction,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: Paint correction, авто: Skoda Octavia, телефон: +7 999 339-69-97"
req_0240,conv_0240,PPF elements,request_closed,request_closed,phone;booking_reference;cancel_or_reschedule_action,booking_reference;cancel_or_reschedule_action;phone,,yes,yes,"Заявка: PPF elements, авто: Lexus RX, телефон: +7 999 340-70-10"
